Id,WnvPresent
1,0.16474984222244146
2,0.1205200345468382
3,0.1660896008251372
4,0.16581204795792442
5,0.16581204795792442
6,0.16581204795792442
7,0.16581204795792442
8,0.16581204795792442
9,0.16474984222244146
10,0.1205200345468382
11,0.1660896008251372
12,0.16581204795792442
13,0.16581204795792442
14,0.16581204795792442
15,0.16581204795792442
16,0.16581204795792442
17,0.16794262213025174
18,0.12371281445464848
19,0.1692823807329475
20,0.1690048278657347
21,0.1690048278657347
22,0.1690048278657347
23,0.1690048278657347
24,0.1690048278657347
25,0.17122137186341566
26,0.11482713295538115
27,0.1725611304661114
28,0.17228357759889865
29,0.17228357759889865
30,0.17228357759889865
31,0.17228357759889865
32,0.17228357759889865
33,0.17122137186341566
34,0.11482713295538115
35,0.1725611304661114
36,0.17228357759889865
37,0.17228357759889865
38,0.17228357759889865
39,0.17228357759889865
40,0.17228357759889865
41,0.17122137186341566
42,0.11482713295538115
43,0.1725611304661114
44,0.17228357759889865
45,0.17228357759889865
46,0.17228357759889865
47,0.17228357759889865
48,0.17228357759889865
49,0.17122137186341566
50,0.11482713295538115
51,0.1725611304661114
52,0.17228357759889865
53,0.17228357759889865
54,0.17228357759889865
55,0.17228357759889865
56,0.17228357759889865
57,0.17122137186341566
58,0.11482713295538115
59,0.1725611304661114
60,0.17228357759889865
61,0.17228357759889865
62,0.17228357759889865
63,0.17228357759889865
64,0.17228357759889865
65,0.17122137186341566
66,0.11482713295538115
67,0.1725611304661114
68,0.17228357759889865
69,0.17228357759889865
70,0.17228357759889865
71,0.17228357759889865
72,0.17228357759889865
73,0.17158722552195227
74,0.11519298661391775
75,0.17292698412464802
76,0.1726494312574352
77,0.1726494312574352
78,0.1726494312574352
79,0.1726494312574352
80,0.1726494312574352
81,0.17122137186341566
82,0.11482713295538115
83,0.1725611304661114
84,0.17228357759889865
85,0.17228357759889865
86,0.17228357759889865
87,0.17228357759889865
88,0.17228357759889865
89,0.17122137186341566
90,0.11482713295538115
91,0.1725611304661114
92,0.17228357759889865
93,0.17228357759889865
94,0.17228357759889865
95,0.17228357759889865
96,0.17228357759889865
97,0.17122137186341566
98,0.11482713295538115
99,0.1725611304661114
100,0.17228357759889865
101,0.17228357759889865
102,0.17228357759889865
103,0.17228357759889865
104,0.17228357759889865
105,0.17122137186341566
106,0.11482713295538115
107,0.1725611304661114
108,0.17228357759889865
109,0.17228357759889865
110,0.17228357759889865
111,0.17228357759889865
112,0.17228357759889865
113,0.16474984222244146
114,0.1205200345468382
115,0.1660896008251372
116,0.16581204795792442
117,0.16581204795792442
118,0.16581204795792442
119,0.16581204795792442
120,0.16581204795792442
121,0.17098784736645617
122,0.11459360845842165
123,0.17232760596915192
124,0.1720500531019391
125,0.1720500531019391
126,0.1720500531019391
127,0.1720500531019391
128,0.1720500531019391
129,0.17312205199728173
130,0.11482713295538115
131,0.17446181059997745
132,0.1741842577327647
133,0.1741842577327647
134,0.1741842577327647
135,0.1741842577327647
136,0.1741842577327647
137,0.17122137186341566
138,0.11482713295538115
139,0.1725611304661114
140,0.17228357759889865
141,0.17228357759889865
142,0.17228357759889865
143,0.17228357759889865
144,0.17228357759889865
145,0.16794262213025174
146,0.12371281445464848
147,0.1692823807329475
148,0.1690048278657347
149,0.1690048278657347
150,0.1690048278657347
151,0.1690048278657347
152,0.1690048278657347
153,0.16794262213025174
154,0.12371281445464848
155,0.1692823807329475
156,0.1690048278657347
157,0.1690048278657347
158,0.1690048278657347
159,0.1690048278657347
160,0.1690048278657347
161,0.16794262213025174
162,0.12371281445464848
163,0.1692823807329475
164,0.1690048278657347
165,0.1690048278657347
166,0.1690048278657347
167,0.1690048278657347
168,0.1690048278657347
169,0.17098784736645617
170,0.11459360845842165
171,0.17232760596915192
172,0.1720500531019391
173,0.1720500531019391
174,0.1720500531019391
175,0.1720500531019391
176,0.1720500531019391
177,0.16474984222244146
178,0.1205200345468382
179,0.1660896008251372
180,0.16581204795792442
181,0.16581204795792442
182,0.16581204795792442
183,0.16581204795792442
184,0.16581204795792442
185,0.17098784736645617
186,0.11459360845842165
187,0.17232760596915192
188,0.1720500531019391
189,0.1720500531019391
190,0.1720500531019391
191,0.1720500531019391
192,0.1720500531019391
193,0.17312205199728173
194,0.11482713295538115
195,0.17446181059997745
196,0.1741842577327647
197,0.1741842577327647
198,0.1741842577327647
199,0.1741842577327647
200,0.1741842577327647
201,0.17122137186341566
202,0.11482713295538115
203,0.1725611304661114
204,0.17228357759889865
205,0.17228357759889865
206,0.17228357759889865
207,0.17228357759889865
208,0.17228357759889865
209,0.17122137186341566
210,0.11482713295538115
211,0.1725611304661114
212,0.17228357759889865
213,0.17228357759889865
214,0.17228357759889865
215,0.17228357759889865
216,0.17228357759889865
217,0.17122137186341566
